MESS_DATUM;FG_LBERGWh
1997030321;0
1997030322;0
1997030323;0
1997030400;0
1997030401;0
1997030402;0
1997030403;0
1997030404;0
1997030405;0
1997030406;11.1
1997030407;111.1
1997030408;252.8
1997030409;377.8
1997030410;466.7
1997030411;511.1
1997030412;511.1
1997030413;469.4
1997030414;375
1997030415;230.6
1997030416;77.8
1997030417;8.3
1997030418;0
1997030419;0
1997030420;0
1997030421;0
1997030422;0
1997030423;0
1997030500;0
1997030501;0
1997030502;0
1997030503;0
1997030504;0
1997030505;0
1997030506;11.1
1997030507;66.7
1997030508;197.2
1997030509;311.1
1997030510;408.3
1997030511;455.6
1997030512;461.1
1997030513;363.9
1997030514;155.6
1997030515;127.8
1997030516;47.2
1997030517;8.3
1997030518;0
1997030519;0
1997030520;0
1997030521;0
1997030522;0
1997030523;0
1997030600;0
1997030601;0
1997030602;0
1997030603;0
1997030604;0
1997030605;0
1997030606;5.6
1997030607;83.3
1997030608;69.4
1997030609;72.2
1997030610;86.1
1997030611;38.9
1997030612;44.4
1997030613;47.2
1997030614;27.8
1997030615;30.6
1997030616;36.1
1997030617;8.3
1997030618;0
1997030619;0
1997030620;0
1997030621;0
1997030622;0
1997030623;0
1997030700;0
1997030701;0
1997030702;0
1997030703;0
1997030704;0
1997030705;0
1997030706;13.9
1997030707;108.3
1997030708;261.1
1997030709;388.9
1997030710;477.8
1997030711;522.2
1997030712;302.8
1997030713;250
1997030714;266.7
1997030715;191.7
1997030716;77.8
1997030717;8.3
1997030718;0
1997030719;0
1997030720;0
1997030721;0
1997030722;0
1997030723;0
1997030800;0
1997030801;0
1997030802;0
1997030803;0
1997030804;0
1997030805;0
1997030806;19.4
1997030807;58.3
1997030808;250
1997030809;333.3
1997030810;450
1997030811;491.7
1997030812;483.3
1997030813;347.2
1997030814;294.4
1997030815;222.2
1997030816;72.2
1997030817;13.9
1997030818;0
1997030819;0
1997030820;0
1997030821;0
1997030822;0
1997030823;0
1997030900;0
1997030901;0
1997030902;0
1997030903;0
1997030904;0
1997030905;0
1997030906;5.6
1997030907;50
1997030908;158.3
1997030909;294.4
1997030910;438.9
1997030911;411.1
1997030912;305.6
1997030913;341.7
1997030914;266.7
1997030915;247.2
1997030916;108.3
1997030917;16.7
1997030918;0
1997030919;0
1997030920;0
1997030921;0
1997030922;0
1997030923;0
1997031000;0
1997031001;0
1997031002;0
1997031003;0
1997031004;0
1997031005;0
1997031006;19.4
1997031007;136.1
1997031008;288.9
1997031009;425
1997031010;513.9
1997031011;550
1997031012;550
1997031013;508.3
1997031014;413.9
1997031015;288.9
1997031016;144.4
1997031017;25
1997031018;0
1997031019;0
1997031020;0
1997031021;0
1997031022;0
1997031023;0
1997031100;0
1997031101;0
1997031102;0
1997031103;0
1997031104;0
1997031105;0
1997031106;19.4
1997031107;111.1
1997031108;236.1
1997031109;347.2
1997031110;422.2
1997031111;466.7
1997031112;475
1997031113;413.9
1997031114;347.2
1997031115;244.4
1997031116;116.7
1997031117;22.2
1997031118;0
1997031119;0
1997031120;0
1997031121;0
1997031122;0
1997031123;0
1997031200;0
1997031201;0
1997031202;0
1997031203;0
1997031204;0
1997031205;0
1997031206;13.9
1997031207;80.6
1997031208;219.4
1997031209;386.1
1997031210;475
1997031211;519.4
1997031212;519.4
1997031213;463.9
1997031214;369.4
1997031215;241.7
1997031216;111.1
1997031217;19.4
1997031218;0
1997031219;0
1997031220;0
1997031221;0
1997031222;0
1997031223;0
1997031300;0
1997031301;0
1997031302;0
1997031303;0
1997031304;0
1997031305;0
1997031306;2.8
1997031307;8.3
1997031308;27.8
1997031309;36.1
1997031310;77.8
1997031311;102.8
1997031312;200
1997031313;186.1
1997031314;288.9
1997031315;250
1997031316;116.7
1997031317;22.2
1997031318;0
1997031319;0
1997031320;0
1997031321;0
1997031322;0
1997031323;0
1997031400;0
1997031401;0
1997031402;0
1997031403;0
1997031404;0
1997031405;0
1997031406;2.8
1997031407;25
1997031408;36.1
1997031409;63.9
1997031410;108.3
1997031411;97.2
1997031412;77.8
1997031413;69.4
1997031414;50
1997031415;22.2
1997031416;16.7
1997031417;2.8
1997031418;0
1997031419;0
1997031420;0
1997031421;0
1997031422;0
1997031423;0
1997031500;0
1997031501;0
1997031502;0
1997031503;0
1997031504;0
1997031505;0
1997031506;2.8
1997031507;13.9
1997031508;27.8
1997031509;63.9
1997031510;75
1997031511;80.6
1997031512;150
1997031513;77.8
1997031514;50
1997031515;11.1
1997031516;8.3
1997031517;2.8
1997031518;0
1997031519;0
1997031520;0
1997031521;0
1997031522;0
1997031523;0
1997031600;0
1997031601;0
1997031602;0
1997031603;0
1997031604;0
1997031605;0
1997031606;8.3
1997031607;27.8
1997031608;75
1997031609;91.7
1997031610;86.1
1997031611;77.8
1997031612;86.1
1997031613;69.4
1997031614;47.2
1997031615;25
1997031616;8.3
1997031617;2.8
1997031618;0
1997031619;0
1997031620;0
1997031621;0
1997031622;0
1997031623;0
1997031700;0
1997031701;0
1997031702;0
1997031703;0
1997031704;0
1997031705;0
1997031706;11.1
1997031707;44.4
1997031708;22.2
1997031709;175
1997031710;172.2
1997031711;155.6
1997031712;138.9
1997031713;111.1
1997031714;111.1
1997031715;80.6
1997031716;50
1997031717;11.1
1997031718;0
1997031719;0
1997031720;0
1997031721;0
1997031722;0
1997031723;0
1997031800;0
1997031801;0
1997031802;0
1997031803;0
1997031804;0
1997031805;0
1997031806;19.4
1997031807;80.6
1997031808;186.1
1997031809;213.9
1997031810;130.6
1997031811;277.8
1997031812;363.9
1997031813;219.4
1997031814;58.3
1997031815;75
1997031816;25
1997031817;2.8
1997031818;0
1997031819;0
1997031820;0
1997031821;0
1997031822;0
1997031823;0
1997031900;0
1997031901;0
1997031902;0
1997031903;0
1997031904;0
1997031905;0
1997031906;2.8
1997031907;11.1
1997031908;30.6
1997031909;52.8
1997031910;55.6
1997031911;52.8
1997031912;41.7
1997031913;100
1997031914;166.7
1997031915;94.4
1997031916;16.7
1997031917;2.8
1997031918;0
1997031919;0
1997031920;0
1997031921;0
1997031922;0
1997031923;0
1997032000;0
1997032001;0
1997032002;0
1997032003;0
1997032004;0
1997032005;0
1997032006;2.8
1997032007;30.6
1997032008;119.4
1997032009;169.4
1997032010;255.6
1997032011;338.9
1997032012;252.8
1997032013;327.8
1997032014;213.9
1997032015;133.3
1997032016;63.9
1997032017;13.9
1997032018;0
1997032019;0
1997032020;0
1997032021;0
1997032022;0
1997032023;0
1997032100;0
1997032101;0
1997032102;0
1997032103;0
1997032104;0
1997032105;0
1997032106;11.1
1997032107;33.3
1997032108;27.8
1997032109;191.7
1997032110;150
1997032111;136.1
1997032112;169.4
1997032113;300
1997032114;308.3
1997032115;222.2
1997032116;150
1997032117;41.7
1997032118;0
1997032119;0
1997032120;0
1997032121;0
1997032122;0
1997032123;0
1997032200;0
1997032201;0
1997032202;0
1997032203;0
1997032204;0
1997032205;0
1997032206;19.4
1997032207;50
1997032208;66.7
1997032209;66.7
1997032210;130.6
1997032211;238.9
1997032212;294.4
1997032213;266.7
1997032214;341.7
1997032215;202.8
1997032216;91.7
1997032217;30.6
1997032218;0
1997032219;0
1997032220;0
1997032221;0
1997032222;0
1997032223;0
1997032300;0
1997032301;0
1997032302;0
1997032303;0
1997032304;0
1997032305;0
1997032306;13.9
1997032307;38.9
1997032308;80.6
1997032309;102.8
1997032310;127.8
1997032311;222.2
1997032312;386.1
1997032313;261.1
1997032314;236.1
1997032315;225
1997032316;47.2
1997032317;8.3
1997032318;0
1997032319;0
1997032320;0
1997032321;0
1997032322;0
1997032323;0
1997032400;0
1997032401;0
1997032402;0
1997032403;0
1997032404;0
1997032405;0
1997032406;16.7
1997032407;52.8
1997032408;130.6
1997032409;219.4
1997032410;225
1997032411;300
1997032412;258.3
1997032413;88.9
1997032414;52.8
1997032415;72.2
1997032416;44.4
1997032417;19.4
1997032418;0
1997032419;0
1997032420;0
1997032421;0
1997032422;0
1997032423;0
1997032500;0
1997032501;0
1997032502;0
1997032503;0
1997032504;0
1997032505;0
1997032506;16.7
1997032507;44.4
1997032508;116.7
1997032509;94.4
1997032510;55.6
1997032511;44.4
1997032512;58.3
1997032513;125
1997032514;130.6
1997032515;122.2
1997032516;55.6
1997032517;8.3
1997032518;0
1997032519;0
1997032520;0
1997032521;0
1997032522;0
1997032523;0
1997032600;0
1997032601;0
1997032602;0
1997032603;0
1997032604;0
1997032605;0
1997032606;27.8
1997032607;133.3
1997032608;202.8
1997032609;402.8
1997032610;575
1997032611;572.2
1997032612;463.9
1997032613;341.7
1997032614;172.2
1997032615;86.1
1997032616;58.3
1997032617;13.9
1997032618;0
1997032619;0
1997032620;0
1997032621;0
1997032622;0
1997032623;0
1997032700;0
1997032701;0
1997032702;0
1997032703;0
1997032704;0
1997032705;0
1997032706;30.6
1997032707;155.6
1997032708;300
1997032709;355.6
1997032710;455.6
1997032711;577.8
1997032712;625
1997032713;388.9
1997032714;338.9
1997032715;266.7
1997032716;125
1997032717;36.1
1997032718;0
1997032719;0
1997032720;0
1997032721;0
1997032722;0
1997032723;0
1997032800;0
1997032801;0
1997032802;0
1997032803;0
1997032804;0
1997032805;0
1997032806;13.9
1997032807;41.7
1997032808;80.6
1997032809;161.1
1997032810;177.8
1997032811;375
1997032812;316.7
1997032813;263.9
1997032814;297.2
1997032815;230.6
1997032816;102.8
1997032817;50
1997032818;0
1997032819;0
1997032820;0
1997032821;0
1997032822;0
1997032823;0
1997032900;0
1997032901;0
1997032902;0
1997032903;0
1997032904;0
1997032905;0
1997032906;25
1997032907;38.9
1997032908;91.7
1997032909;155.6
1997032910;238.9
1997032911;225
1997032912;258.3
1997032913;288.9
1997032914;119.4
1997032915;108.3
1997032916;97.2
1997032917;44.4
1997032918;2.8
1997032919;0
1997032920;0
1997032921;0
1997032922;0
1997032923;0
1997033000;0
1997033001;0
1997033002;0
1997033003;0
1997033004;0
1997033005;2.8
1997033006;11.1
1997033007;30.6
1997033008;44.4
1997033009;163.9
1997033010;250
1997033011;225
1997033012;358.3
1997033013;333.3
1997033014;122.2
1997033015;61.1
1997033016;27.8
1997033017;11.1
1997033018;0
1997033019;0
1997033020;0
1997033021;0
1997033022;0
1997033023;0
1997033100;0
1997033101;0
1997033102;0
1997033103;0
1997033104;0
1997033105;5.6
1997033106;27.8
1997033107;94.4
1997033108;258.3
1997033109;472.2
1997033110;605.6
1997033111;622.2
1997033112;652.8
1997033113;591.7
1997033114;483.3
1997033115;372.2
1997033116;225
1997033117;83.3
1997033118;5.6
1997033119;0
1997033120;0
1997033121;0
1997033122;0
1997033123;0
1997040100;0
1997040101;0
1997040102;0
1997040103;0
1997040104;0
1997040105;8.3
1997040106;83.3
1997040107;216.7
1997040108;375
1997040109;491.7
1997040110;577.8
1997040111;633.3
1997040112;625
1997040113;569.4
1997040114;480.6
1997040115;361.1
1997040116;211.1
1997040117;86.1
1997040118;8.3
1997040119;0
1997040120;0
1997040121;0
1997040122;0
1997040123;0
1997040200;0
1997040201;0
1997040202;0
1997040203;0
1997040204;0
1997040205;8.3
1997040206;83.3
1997040207;227.8
1997040208;380.6
1997040209;536.1
1997040210;636.1
1997040211;669.4
1997040212;663.9
1997040213;619.4
1997040214;530.6
1997040215;386.1
1997040216;227.8
1997040217;94.4
1997040218;11.1
1997040219;0
1997040220;0
1997040221;0
1997040222;0
1997040223;0
1997040300;0
1997040301;0
1997040302;0
1997040303;0
1997040304;0
1997040305;11.1
1997040306;91.7
1997040307;197.2
1997040308;238.9
1997040309;394.4
1997040310;419.4
1997040311;163.9
1997040312;155.6
1997040313;58.3
1997040314;44.4
1997040315;52.8
1997040316;66.7
1997040317;33.3
1997040318;11.1
1997040319;0
1997040320;0
1997040321;0
1997040322;0
1997040323;0
1997040400;0
1997040401;0
1997040402;0
1997040403;0
1997040404;0
1997040405;11.1
1997040406;52.8
1997040407;27.8
1997040408;44.4
1997040409;72.2
1997040410;241.7
1997040411;325
1997040412;330.6
1997040413;211.1
1997040414;319.4
1997040415;319.4
1997040416;152.8
1997040417;80.6
1997040418;11.1
1997040419;0
1997040420;0
1997040421;0
1997040422;0
1997040423;0
1997040500;0
1997040501;0
1997040502;0
1997040503;0
1997040504;0
1997040505;0
1997040506;5.6
1997040507;8.3
1997040508;13.9
1997040509;16.7
1997040510;33.3
1997040511;50
1997040512;58.3
1997040513;41.7
1997040514;30.6
1997040515;27.8
1997040516;25
1997040517;11.1
1997040518;0
1997040519;0
1997040520;0
1997040521;0
1997040522;0
1997040523;0
1997040600;0
1997040601;0
1997040602;0
1997040603;0
1997040604;0
1997040605;8.3
1997040606;122.2
1997040607;300
1997040608;311.1
1997040609;458.3
1997040610;444.4
1997040611;497.2
1997040612;225
1997040613;341.7
1997040614;316.7
1997040615;277.8
1997040616;180.6
1997040617;75
1997040618;13.9
1997040619;0
1997040620;0
1997040621;0
1997040622;0
1997040623;0
1997040700;0
1997040701;0
1997040702;0
1997040703;0
1997040704;0
1997040705;19.4
1997040706;138.9
1997040707;302.8
1997040708;461.1
1997040709;594.4
1997040710;694.4
1997040711;761.1
1997040712;775
1997040713;741.7
1997040714;583.3
1997040715;452.8
1997040716;294.4
1997040717;136.1
1997040718;19.4
1997040719;0
1997040720;0
1997040721;0
1997040722;0
1997040723;0
1997040800;0
1997040801;0
1997040802;0
1997040803;0
1997040804;0
1997040805;22.2
1997040806;144.4
1997040807;305.6
1997040808;463.9
1997040809;591.7
1997040810;677.8
1997040811;719.4
1997040812;725
1997040813;644.4
1997040814;591.7
1997040815;447.2
1997040816;297.2
1997040817;136.1
1997040818;13.9
1997040819;0
1997040820;0
1997040821;0
1997040822;0
1997040823;0
1997040900;0
1997040901;0
1997040902;0
1997040903;0
1997040904;0
1997040905;19.4
1997040906;105.6
1997040907;211.1
1997040908;327.8
1997040909;438.9
1997040910;544.4
1997040911;580.6
1997040912;558.3
1997040913;625
1997040914;544.4
1997040915;355.6
1997040916;252.8
1997040917;136.1
1997040918;25
1997040919;0
1997040920;0
1997040921;0
1997040922;0
1997040923;0
1997041000;0
1997041001;0
1997041002;0
1997041003;0
1997041004;0
1997041005;13.9
1997041006;116.7
1997041007;263.9
1997041008;402.8
1997041009;552.8
1997041010;444.4
1997041011;638.9
1997041012;688.9
1997041013;622.2
1997041014;563.9
1997041015;425
1997041016;275
1997041017;91.7
1997041018;13.9
1997041019;0
1997041020;0
1997041021;0
1997041022;0
1997041023;0
1997041100;0
1997041101;0
1997041102;0
1997041103;0
1997041104;0
1997041105;2.8
1997041106;19.4
1997041107;38.9
1997041108;33.3
1997041109;52.8
1997041110;119.4
1997041111;211.1
1997041112;261.1
1997041113;233.3
1997041114;355.6
1997041115;355.6
1997041116;144.4
1997041117;75
1997041118;22.2
1997041119;0
1997041120;0
1997041121;0
1997041122;0
1997041123;0
1997041200;0
1997041201;0
1997041202;0
1997041203;0
1997041204;0
1997041205;11.1
1997041206;38.9
1997041207;72.2
1997041208;205.6
1997041209;183.3
1997041210;219.4
1997041211;241.7
1997041212;172.2
1997041213;155.6
1997041214;138.9
1997041215;113.9
1997041216;88.9
1997041217;86.1
1997041218;13.9
1997041219;0
1997041220;0
1997041221;0
1997041222;0
1997041223;0
1997041300;0
1997041301;0
1997041302;0
1997041303;0
1997041304;0
1997041305;25
1997041306;150
1997041307;258.3
1997041308;313.9
1997041309;538.9
1997041310;591.7
1997041311;666.7
1997041312;669.4
1997041313;597.2
1997041314;480.6
1997041315;377.8
1997041316;238.9
1997041317;91.7
1997041318;8.3
1997041319;0
1997041320;0
1997041321;0
1997041322;0
1997041323;0
1997041400;0
1997041401;0
1997041402;0
1997041403;0
1997041404;0
1997041405;2.8
1997041406;8.3
1997041407;16.7
1997041408;33.3
1997041409;44.4
1997041410;94.4
1997041411;166.7
1997041412;83.3
1997041413;55.6
1997041414;25
1997041415;47.2
1997041416;22.2
1997041417;30.6
1997041418;11.1
1997041419;0
1997041420;0
1997041421;0
1997041422;0
1997041423;0
1997041500;0
1997041501;0
1997041502;0
1997041503;0
1997041504;0
1997041505;11.1
1997041506;38.9
1997041507;108.3
1997041508;350
1997041509;577.8
1997041510;736.1
1997041511;775
1997041512;488.9
1997041513;505.6
1997041514;502.8
1997041515;508.3
1997041516;305.6
1997041517;163.9
1997041518;33.3
1997041519;0
1997041520;0
1997041521;0
1997041522;0
1997041523;0
1997041600;0
1997041601;0
1997041602;0
1997041603;0
1997041604;0
1997041605;16.7
1997041606;66.7
1997041607;233.3
1997041608;502.8
1997041609;613.9
1997041610;655.6
1997041611;608.3
1997041612;688.9
1997041613;577.8
1997041614;322.2
1997041615;275
1997041616;311.1
1997041617;91.7
1997041618;19.4
1997041619;0
1997041620;0
1997041621;0
1997041622;0
1997041623;0
1997041700;0
1997041701;0
1997041702;0
1997041703;0
1997041704;0
1997041705;47.2
1997041706;83.3
1997041707;311.1
1997041708;505.6
1997041709;625
1997041710;708.3
1997041711;758.3
1997041712;472.2
1997041713;563.9
1997041714;372.2
1997041715;313.9
1997041716;305.6
1997041717;119.4
1997041718;44.4
1997041719;0
1997041720;0
1997041721;0
1997041722;0
1997041723;0
1997041800;0
1997041801;0
1997041802;0
1997041803;0
1997041804;0
1997041805;36.1
1997041806;144.4
1997041807;286.1
1997041808;505.6
1997041809;475
1997041810;208.3
1997041811;141.7
1997041812;219.4
1997041813;252.8
1997041814;275
1997041815;291.7
1997041816;219.4
1997041817;94.4
1997041818;27.8
1997041819;0
1997041820;0
1997041821;0
1997041822;0
1997041823;0
1997041900;0
1997041901;0
1997041902;0
1997041903;0
1997041904;0
1997041905;19.4
1997041906;213.9
1997041907;336.1
1997041908;497.2
1997041909;627.8
1997041910;522.2
1997041911;336.1
1997041912;388.9
1997041913;427.8
1997041914;111.1
1997041915;169.4
1997041916;144.4
1997041917;91.7
1997041918;25
1997041919;0
1997041920;0
1997041921;0
1997041922;0
1997041923;0
1997042000;0
1997042001;0
1997042002;0
1997042003;0
1997042004;0
1997042005;38.9
1997042006;172.2
1997042007;363.9
1997042008;477.8
1997042009;422.2
1997042010;211.1
1997042011;238.9
1997042012;358.3
1997042013;391.7
1997042014;366.7
1997042015;422.2
1997042016;202.8
1997042017;155.6
1997042018;47.2
1997042019;0
1997042020;0
1997042021;0
1997042022;0
1997042023;0
1997042100;0
1997042101;0
1997042102;0
1997042103;0
1997042104;0
1997042105;58.3
1997042106;208.3
1997042107;366.7
1997042108;522.2
1997042109;616.7
1997042110;847.2
1997042111;861.1
1997042112;666.7
1997042113;686.1
1997042114;561.1
1997042115;486.1
1997042116;344.4
1997042117;175
1997042118;41.7
1997042119;0
1997042120;0
1997042121;0
1997042122;0
1997042123;0
1997042200;0
1997042201;0
1997042202;0
1997042203;0
1997042204;0
1997042205;13.9
1997042206;52.8
1997042207;233.3
1997042208;286.1
1997042209;250
1997042210;305.6
1997042211;308.3
1997042212;216.7
1997042213;383.3
1997042214;177.8
1997042215;172.2
1997042216;130.6
1997042217;50
1997042218;11.1
1997042219;0
1997042220;0
1997042221;0
1997042222;0
1997042223;0
1997042300;0
1997042301;0
1997042302;0
1997042303;0
1997042304;0
1997042305;80.6
1997042306;194.4
1997042307;336.1
1997042308;519.4
1997042309;708.3
1997042310;727.8
1997042311;819.4
1997042312;788.9
1997042313;741.7
1997042314;644.4
1997042315;505.6
1997042316;350
1997042317;191.7
1997042318;52.8
1997042319;0
1997042320;0
1997042321;0
1997042322;0
1997042323;0
1997042400;0
1997042401;0
1997042402;0
1997042403;0
1997042404;0
1997042405;61.1
1997042406;200
1997042407;358.3
1997042408;522.2
1997042409;641.7
1997042410;727.8
1997042411;744.4
1997042412;683.3
1997042413;486.1
1997042414;463.9
1997042415;294.4
1997042416;252.8
1997042417;102.8
1997042418;30.6
1997042419;0
1997042420;0
1997042421;0
1997042422;0
1997042423;0
1997042500;0
1997042501;0
1997042502;0
1997042503;0
1997042504;0
1997042505;33.3
1997042506;77.8
1997042507;111.1
1997042508;108.3
1997042509;175
1997042510;288.9
1997042511;347.2
1997042512;286.1
1997042513;247.2
1997042514;152.8
1997042515;63.9
1997042516;58.3
1997042517;41.7
1997042518;13.9
1997042519;0
1997042520;0
1997042521;0
1997042522;0
1997042523;0
1997042600;0
1997042601;0
1997042602;0
1997042603;0
1997042604;0
1997042605;19.4
1997042606;44.4
1997042607;75
1997042608;177.8
1997042609;194.4
1997042610;216.7
1997042611;238.9
1997042612;286.1
1997042613;344.4
1997042614;197.2
1997042615;105.6
1997042616;75
1997042617;72.2
1997042618;36.1
1997042619;0
1997042620;0
1997042621;0
1997042622;0
1997042623;0
1997042700;0
1997042701;0
1997042702;0
1997042703;0
1997042704;0
1997042705;13.9
1997042706;25
1997042707;44.4
1997042708;100
1997042709;147.2
1997042710;166.7
1997042711;208.3
1997042712;147.2
1997042713;188.9
1997042714;88.9
1997042715;88.9
1997042716;61.1
1997042717;11.1
1997042718;5.6
1997042719;0
1997042720;0
1997042721;0
1997042722;0
1997042723;0
1997042800;0
1997042801;0
1997042802;0
1997042803;0
1997042804;0
1997042805;16.7
1997042806;116.7
1997042807;227.8
1997042808;394.4
1997042809;319.4
1997042810;83.3
1997042811;97.2
1997042812;83.3
1997042813;69.4
1997042814;47.2
1997042815;36.1
1997042816;22.2
1997042817;19.4
1997042818;5.6
1997042819;0
1997042820;0
1997042821;0
1997042822;0
1997042823;0
1997042900;0
1997042901;0
1997042902;0
1997042903;0
1997042904;0
1997042905;13.9
1997042906;33.3
1997042907;72.2
1997042908;91.7
1997042909;55.6
1997042910;41.7
1997042911;66.7
1997042912;77.8
1997042913;75
1997042914;61.1
1997042915;38.9
1997042916;22.2
1997042917;13.9
1997042918;2.8
1997042919;0
1997042920;0
1997042921;0
1997042922;0
1997042923;0
1997043000;0
1997043001;0
1997043002;0
1997043003;0
1997043004;0
1997043005;16.7
1997043006;52.8
1997043007;91.7
1997043008;130.6
1997043009;430.6
1997043010;419.4
1997043011;286.1
1997043012;188.9
1997043013;283.3
1997043014;369.4
1997043015;219.4
1997043016;155.6
1997043017;138.9
1997043018;44.4
1997043019;0
1997043020;0
1997043021;0
1997043022;0
1997043023;0
1997050100;0
1997050101;0
1997050102;0
1997050103;0
1997050104;2.8
1997050105;22.2
1997050106;52.8
1997050107;88.9
1997050108;105.6
1997050109;150
1997050110;191.7
1997050111;205.6
1997050112;186.1
1997050113;300
1997050114;608.3
1997050115;527.8
1997050116;377.8
1997050117;230.6
1997050118;86.1
1997050119;5.6
1997050120;0
1997050121;0
1997050122;0
1997050123;0
1997050200;0
1997050201;0
1997050202;0
1997050203;0
1997050204;5.6
1997050205;58.3
1997050206;213.9
1997050207;322.2
1997050208;427.8
1997050209;577.8
1997050210;716.7
1997050211;719.4
1997050212;738.9
1997050213;680.6
1997050214;575
1997050215;508.3
1997050216;369.4
1997050217;213.9
1997050218;77.8
1997050219;8.3
1997050220;0
1997050221;0
1997050222;0
1997050223;0
1997050300;0
1997050301;0
1997050302;0
1997050303;0
1997050304;5.6
1997050305;58.3
1997050306;150
1997050307;288.9
1997050308;400
1997050309;505.6
1997050310;583.3
1997050311;702.8
1997050312;736.1
1997050313;711.1
1997050314;608.3
1997050315;500
1997050316;325
1997050317;169.4
1997050318;52.8
1997050319;5.6
1997050320;0
1997050321;0
1997050322;0
1997050323;0
1997050400;0
1997050401;0
1997050402;0
1997050403;0
1997050404;0
1997050405;33.3
1997050406;127.8
1997050407;163.9
1997050408;277.8
1997050409;494.4
1997050410;613.9
1997050411;413.9
1997050412;536.1
1997050413;463.9
1997050414;230.6
1997050415;341.7
1997050416;316.7
1997050417;194.4
1997050418;27.8
1997050419;2.8
1997050420;0
1997050421;0
1997050422;0
1997050423;0
1997050500;0
1997050501;0
1997050502;0
1997050503;0
1997050504;2.8
1997050505;27.8
1997050506;61.1
1997050507;66.7
1997050508;30.6
1997050509;58.3
1997050510;172.2
1997050511;213.9
1997050512;213.9
1997050513;141.7
1997050514;372.2
1997050515;350
1997050516;133.3
1997050517;19.4
1997050518;33.3
1997050519;5.6
1997050520;0
1997050521;0
1997050522;0
1997050523;0
1997050600;0
1997050601;0
1997050602;0
1997050603;0
1997050604;2.8
1997050605;25
1997050606;88.9
1997050607;44.4
1997050608;172.2
1997050609;300
1997050610;133.3
1997050611;72.2
1997050612;91.7
1997050613;75
1997050614;75
1997050615;72.2
1997050616;41.7
1997050617;38.9
1997050618;8.3
1997050619;2.8
1997050620;0
1997050621;0
1997050622;0
1997050623;0
1997050700;0
1997050701;0
1997050702;0
1997050703;0
1997050704;5.6
1997050705;77.8
1997050706;188.9
1997050707;361.1
1997050708;430.6
1997050709;330.6
1997050710;675
1997050711;786.1
1997050712;800
1997050713;763.9
1997050714;233.3
1997050715;472.2
1997050716;91.7
1997050717;161.1
1997050718;61.1
1997050719;2.8
1997050720;0
1997050721;0
1997050722;0
1997050723;0
1997050800;0
1997050801;0
1997050802;0
1997050803;0
1997050804;5.6
1997050805;55.6
1997050806;83.3
1997050807;75
1997050808;169.4
1997050809;247.2
1997050810;380.6
1997050811;527.8
1997050812;666.7
1997050813;750
1997050814;727.8
1997050815;619.4
1997050816;363.9
1997050817;255.6
1997050818;113.9
1997050819;8.3
1997050820;0
1997050821;0
1997050822;0
1997050823;0
1997050900;0
1997050901;0
1997050902;0
1997050903;0
1997050904;16.7
1997050905;38.9
1997050906;47.2
1997050907;47.2
1997050908;180.6
1997050909;391.7
1997050910;327.8
1997050911;280.6
1997050912;613.9
1997050913;325
1997050914;338.9
1997050915;541.7
1997050916;263.9
1997050917;175
1997050918;16.7
1997050919;38.9
1997050920;0
1997050921;0
1997050922;0
1997050923;0
1997051000;0
1997051001;0
1997051002;0
1997051003;0
1997051004;11.1
1997051005;77.8
1997051006;52.8
1997051007;200
1997051008;202.8
1997051009;261.1
1997051010;472.2
1997051011;486.1
1997051012;433.3
1997051013;663.9
1997051014;413.9
1997051015;550
1997051016;413.9
1997051017;94.4
1997051018;72.2
1997051019;11.1
1997051020;0
1997051021;0
1997051022;0
1997051023;0
1997051100;0
1997051101;0
1997051102;0
1997051103;0
1997051104;11.1
1997051105;47.2
1997051106;55.6
1997051107;61.1
1997051108;136.1
1997051109;175
1997051110;191.7
1997051111;430.6
1997051112;397.2
1997051113;227.8
1997051114;150
1997051115;116.7
1997051116;66.7
1997051117;102.8
1997051118;30.6
1997051119;8.3
1997051120;0
1997051121;0
1997051122;0
1997051123;0
1997051200;0
1997051201;0
1997051202;0
1997051203;0
1997051204;8.3
1997051205;77.8
1997051206;205.6
1997051207;338.9
1997051208;319.4
1997051209;313.9
1997051210;355.6
1997051211;425
1997051212;450
1997051213;508.3
1997051214;591.7
1997051215;519.4
1997051216;341.7
1997051217;283.3
1997051218;116.7
1997051219;19.4
1997051220;0
1997051221;0
1997051222;0
1997051223;0
1997051300;0
1997051301;0
1997051302;0
1997051303;0
1997051304;16.7
1997051305;119.4
1997051306;275
1997051307;380.6
1997051308;577.8
1997051309;566.7
1997051310;547.2
1997051311;350
1997051312;741.7
1997051313;605.6
1997051314;736.1
1997051315;413.9
1997051316;211.1
1997051317;255.6
1997051318;97.2
1997051319;19.4
1997051320;0
1997051321;0
1997051322;0
1997051323;0
1997051400;0
1997051401;0
1997051402;0
1997051403;0
1997051404;2.8
1997051405;27.8
1997051406;58.3
1997051407;172.2
1997051408;347.2
1997051409;619.4
1997051410;633.3
1997051411;700
1997051412;700
1997051413;461.1
1997051414;380.6
1997051415;277.8
1997051416;122.2
1997051417;44.4
1997051418;13.9
1997051419;2.8
1997051420;0
1997051421;0
1997051422;0
1997051423;0
1997051500;0
1997051501;0
1997051502;0
1997051503;0
1997051504;13.9
1997051505;105.6
1997051506;272.2
1997051507;391.7
1997051508;555.6
1997051509;669.4
1997051510;752.8
1997051511;794.4
1997051512;752.8
1997051513;675
